Time,Temp,CloneID,Plate,Col,Rep,Active,propActive
540,47.5,2.5,A,5,5,0,0
540,47.5,2.5,A,5,6,0,0
540,47.5,1.7,A,6,1,0,0
540,47.5,1.7,A,6,2,0,0
540,47.5,1.7,A,6,3,0,0
540,47.5,2.3,B,1,4,0,0
540,47.5,2.3,B,1,5,0,0
540,47.5,2.3,B,1,6,0,0
540,47.5,1.5,B,2,1,0,0
540,47.5,1.5,B,2,2,0,0
540,47.5,1.5,B,2,3,0,0
540,47.5,1.2,B,3,4,0,0
540,47.5,1.2,B,3,5,0,0
540,47.5,1.2,B,3,6,0,0
540,47.5,2.5,B,4,7,0,0
540,47.5,2.5,B,4,8,0,0
540,47.5,2.5,B,4,9,0,0
540,47.5,1.7,B,5,4,0,0
540,47.5,1.7,B,5,5,0,0
540,47.5,1.7,B,5,6,0,0
540,47.5,1.5,B,6,4,0,0
540,47.5,1.5,B,6,5,0,0
540,47.5,1.5,B,6,6,0,0
540,47.5,1.7,C,1,7,0,0
540,47.5,1.7,C,1,8,0,0
540,47.5,1.7,C,1,9,0,0
540,47.5,1.2,C,2,7,0,0
540,47.5,1.2,C,2,8,0,0
540,47.5,1.2,C,2,9,0,0
540,47.5,2.4,C,3,4,0,0
540,47.5,2.4,C,3,5,0,0
540,47.5,2.4,C,3,6,0,0
540,47.5,1.5,C,4,7,0,0
540,47.5,1.5,C,4,8,0,0
540,47.5,1.5,C,4,9,0,0
540,47.5,1.7,C,5,10,0,0
540,47.5,1.7,C,5,11,0,0
540,47.5,1.7,C,5,12,0,0
540,47.5,2.3,C,6,7,0,0
540,47.5,2.3,C,6,8,0,0
540,47.5,2.3,C,6,9,0,0
540,47.5,2.3,D,1,10,0,0
540,47.5,2.3,D,1,11,0,0
540,47.5,2.3,D,1,12,0,0
540,47.5,1.5,D,2,10,0,0
540,47.5,1.5,D,2,11,0,0
540,47.5,1.5,D,2,12,0,0
540,47.5,2.4,D,3,7,0,0
540,47.5,2.4,D,3,8,0,0
540,47.5,2.4,D,3,9,0,0
540,47.5,2.5,D,4,10,0,0
540,47.5,2.5,D,4,11,0,0
540,47.5,2.5,D,4,12,0,0
540,47.5,1.2,D,5,10,0,0
540,47.5,1.2,D,5,11,0,0
540,47.5,1.2,D,5,12,0,0
540,47.5,2.4,D,6,10,0,0
540,47.5,2.4,D,6,11,0,0
540,47.5,2.4,D,6,12,0,0
